ACCIDENT REF,BOROUGH,BORO,EASTING,NORTHING,CREFNO,CASUALTY CLASS,CASUALTY SEX,CASUALTY AGE (BANDED),CASUALTY AGE,NO. OF CASUALTIES,CASUALTY SEVERITY,PED LOCATION,PED MOVEMENT,MODE OF TRAVEL,ACCIDENT DATE
1190155968,LAMBETH,9,530186,172091,1,3 PEDESTRIAN,1 MALE,16-24,16,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/6
1190155973,HAMMERSMITH & FULHAM,11,525877,177122,1,3 PEDESTRIAN,1 MALE,0-15,5,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/6
1190155974,BRENT,28,517848,185072,1,3 PEDESTRIAN,2 FEMALE,60+,90,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/6
1190155976,NEWHAM,17,542891,182264,1,3 PEDESTRIAN,2 FEMALE,16-24,24,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/6
1190156017,WESTMINSTER,1,529013,181251,1,3 PEDESTRIAN,2 FEMALE,0-15,3,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/6
1190156027,LEWISHAM,7,536461,177024,1,3 PEDESTRIAN,1 MALE,25-59,37,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/6
1190156071,LAMBETH,9,532046,177043,1,3 PEDESTRIAN,2 FEMALE,16-24,24,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/7
1190156072,BARKING & DAGENHAM,16,545922,184113,1,3 PEDESTRIAN,2 FEMALE,16-24,18,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/7
1190156081,WANDSWORTH,10,528803,174103,1,3 PEDESTRIAN,1 MALE,25-59,37,1,3,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/7
1190156082,LAMBETH,9,529435,175261,1,3 PEDESTRIAN,2 FEMALE,25-59,33,1,1,08 IN CENTRE OF CARRIAGEWAY,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/5
1190156090,CAMDEN,2,529744,182591,1,3 PEDESTRIAN,2 FEMALE,25-59,51,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/7
1190156096,WALTHAM FOREST,13,536128,187187,1,3 PEDESTRIAN,1 MALE,25-59,43,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/7
1190156120,TOWER HAMLETS,5,533888,182295,1,3 PEDESTRIAN,1 MALE,25-59,25,1,1,09 IN ROAD - NOT CROSSING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/7
1190156165,EALING,27,512633,179879,1,3 PEDESTRIAN,1 MALE,25-59,28,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/7
1190156185,BRENT,28,516143,187706,1,3 PEDESTRIAN,1 MALE,16-24,17,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/7
1190156186,BRENT,28,524732,183076,1,3 PEDESTRIAN,1 MALE,25-59,46,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/7
1190156192,LAMBETH,9,530500,175077,1,3 PEDESTRIAN,1 MALE,0-15,7,1,1,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/7
1190156203,ENFIELD,32,532141,196702,1,3 PEDESTRIAN,1 MALE,25-59,48,3,1,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/7
1190156203,ENFIELD,32,532141,196702,2,3 PEDESTRIAN,1 MALE,25-59,49,3,1,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/7
1190156203,ENFIELD,32,532141,196702,3,3 PEDESTRIAN,1 MALE,0-15,12,3,1,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/7
1190156204,NEWHAM,17,542952,186026,1,3 PEDESTRIAN,2 FEMALE,60+,61,1,2,04 CROSSING ROAD WITHIN 50M XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/7
1190156265,RICHMOND-UPON-THAMES,24,515112,168929,1,3 PEDESTRIAN,1 MALE,25-59,41,1,1,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/7
1190156292,KENSINGTON & CHELSEA,12,526474,177271,1,3 PEDESTRIAN,1 MALE,60+,76,1,1,01 CROSSING ROAD ON PED XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/7
1190156305,HARINGEY,31,534550,190411,1,3 PEDESTRIAN,1 MALE,25-59,38,1,2,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/8
1190156320,LAMBETH,9,529444,175276,1,3 PEDESTRIAN,2 FEMALE,16-24,19,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/8
1190156353,WALTHAM FOREST,13,537275,192084,1,3 PEDESTRIAN,1 MALE,25-59,36,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/8
1190156363,HARINGEY,31,529523,190902,1,3 PEDESTRIAN,2 FEMALE,16-24,17,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/8
1190156372,HAMMERSMITH & FULHAM,11,523768,179889,1,3 PEDESTRIAN,2 FEMALE,25-59,50,1,2,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/8
1190156380,ENFIELD,32,533178,196813,1,3 PEDESTRIAN,1 MALE,0-15,14,1,2,04 CROSSING ROAD WITHIN 50M XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/8
1190156381,REDBRIDGE,14,546872,187041,1,3 PEDESTRIAN,1 MALE,0-15,10,1,2,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/8
1190156389,WESTMINSTER,1,525384,181971,1,3 PEDESTRIAN,1 MALE,25-59,48,1,2,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/8
1190156394,NEWHAM,17,542795,182755,1,3 PEDESTRIAN,2 FEMALE,0-15,13,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/8
1190156406,BARKING & DAGENHAM,16,547477,185306,1,3 PEDESTRIAN,1 MALE,25-59,30,1,2,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/8
1190156417,LEWISHAM,7,535236,171597,1,3 PEDESTRIAN,2 FEMALE,25-59,33,1,1,03 CROSSING ROAD IN ZIG-ZAG EXIT,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/8
1190156420,LEWISHAM,7,538167,171864,1,3 PEDESTRIAN,2 FEMALE,25-59,45,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/8
1190156427,LAMBETH,9,530432,173459,1,3 PEDESTRIAN,1 MALE,25-59,58,1,1,09 IN ROAD - NOT CROSSING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/9
1190156432,BRENT,28,525458,183497,1,3 PEDESTRIAN,1 MALE,25-59,34,1,2,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/8
1190156465,SOUTHWARK,8,532753,176024,1,3 PEDESTRIAN,2 FEMALE,16-24,17,1,1,01 CROSSING ROAD ON PED XING,4 FROM DRIVERS O/SIDE MSK,1 PEDESTRIAN,2019/1/9
1190156503,CAMDEN,2,525510,184564,1,3 PEDESTRIAN,2 FEMALE,60+,82,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/9
1190156530,LAMBETH,9,531125,179768,1,3 PEDESTRIAN,2 FEMALE,U,,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/8
1190156542,ISLINGTON,3,530789,186303,1,3 PEDESTRIAN,2 FEMALE,25-59,31,1,2,04 CROSSING ROAD WITHIN 50M XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/2
1190156546,ISLINGTON,3,531690,183797,1,3 PEDESTRIAN,2 FEMALE,0-15,2,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/9
1190156570,TOWER HAMLETS,5,534055,181461,2,3 PEDESTRIAN,2 FEMALE,60+,64,2,1,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN,2019/1/9
1190156574,ISLINGTON,3,531563,184785,1,3 PEDESTRIAN,1 MALE,25-59,42,1,1,05 CROSSING ROAD (NOT ON XING),4 FROM DRIVERS O/SIDE MSK,1 PEDESTRIAN,2019/1/9
1190156576,WESTMINSTER,1,530625,180875,2,3 PEDESTRIAN,1 MALE,25-59,50,2,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/9
1190156583,WESTMINSTER,1,530937,180984,1,3 PEDESTRIAN,1 MALE,60+,66,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/9
1190156585,KENSINGTON & CHELSEA,12,527868,179317,1,3 PEDESTRIAN,1 MALE,16-24,22,1,1,03 CROSSING ROAD IN ZIG-ZAG EXIT,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/9
1190156587,WESTMINSTER,1,530287,180476,1,3 PEDESTRIAN,1 MALE,25-59,25,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/8
1190156589,LEWISHAM,7,539983,174252,1,3 PEDESTRIAN,2 FEMALE,60+,83,1,2,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/9
1190156602,BROMLEY,19,541679,168976,1,3 PEDESTRIAN,1 MALE,0-15,10,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/9
1190156624,WESTMINSTER,1,529028,180311,1,3 PEDESTRIAN,1 MALE,25-59,48,2,2,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/9
1190156624,WESTMINSTER,1,529028,180311,2,3 PEDESTRIAN,1 MALE,25-59,29,2,2,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/9
1190156630,EALING,27,516504,182924,1,3 PEDESTRIAN,1 MALE,60+,62,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/9
1190156633,HARROW,29,515632,188350,1,3 PEDESTRIAN,2 FEMALE,25-59,32,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/9
1190156637,WANDSWORTH,10,528709,173131,2,3 PEDESTRIAN,1 MALE,25-59,26,2,2,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/9
1190156670,WANDSWORTH,10,527511,172546,1,3 PEDESTRIAN,1 MALE,0-15,15,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/10
1190156687,BROMLEY,19,544387,170163,1,3 PEDESTRIAN,1 MALE,16-24,16,1,1,08 IN CENTRE OF CARRIAGEWAY,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/10
1190156691,ENFIELD,32,529651,194298,1,3 PEDESTRIAN,1 MALE,16-24,20,1,1,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/4
1190156721,CROYDON,20,534412,168125,1,3 PEDESTRIAN,2 FEMALE,25-59,56,1,2,01 CROSSING ROAD ON PED XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/10
1190156733,BROMLEY,19,535565,169626,1,3 PEDESTRIAN,2 FEMALE,25-59,36,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/10
1190156734,BROMLEY,19,537425,169462,2,3 PEDESTRIAN,2 FEMALE,25-59,35,2,1,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN,2019/1/10
1190156770,HARROW,29,513260,191276,1,3 PEDESTRIAN,1 MALE,25-59,39,1,1,08 IN CENTRE OF CARRIAGEWAY,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/10
1190156781,SUTTON,21,527047,166450,1,3 PEDESTRIAN,1 MALE,25-59,36,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/10
1190156782,WESTMINSTER,1,527332,182643,1,3 PEDESTRIAN,2 FEMALE,U,,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/10
1190156784,HARROW,29,512975,187390,1,3 PEDESTRIAN,2 FEMALE,25-59,56,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/10
1190156785,GREENWICH,6,543994,178906,1,3 PEDESTRIAN,1 MALE,25-59,39,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/10
1190156787,WESTMINSTER,1,526572,179638,2,3 PEDESTRIAN,2 FEMALE,16-24,24,2,1,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN,2019/1/10
1190156790,WALTHAM FOREST,13,536722,189678,1,3 PEDESTRIAN,1 MALE,25-59,35,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/10
1190156821,CROYDON,20,538441,161999,1,3 PEDESTRIAN,1 MALE,60+,63,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/10
1190156849,GREENWICH,6,543733,177950,1,3 PEDESTRIAN,1 MALE,25-59,41,1,2,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/10
1190156859,BARKING & DAGENHAM,16,547715,187609,1,3 PEDESTRIAN,1 MALE,25-59,29,1,2,08 IN CENTRE OF CARRIAGEWAY,7 IN RD FACING TRAFFIC,1 PEDESTRIAN,2019/1/10
1190156909,ENFIELD,32,535635,198839,1,3 PEDESTRIAN,2 FEMALE,25-59,50,1,2,08 IN CENTRE OF CARRIAGEWAY,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/11
1190156925,CROYDON,20,532333,165214,1,3 PEDESTRIAN,1 MALE,25-59,57,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/10
1190156930,LAMBETH,9,531777,170986,1,3 PEDESTRIAN,1 MALE,0-15,10,1,1,05 CROSSING ROAD (NOT ON XING),4 FROM DRIVERS O/SIDE MSK,1 PEDESTRIAN,2019/1/11
1190156931,LAMBETH,9,531424,174585,1,3 PEDESTRIAN,1 MALE,60+,79,1,2,03 CROSSING ROAD IN ZIG-ZAG EXIT,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/11
1190156933,ENFIELD,32,535151,197493,1,3 PEDESTRIAN,1 MALE,0-15,8,1,1,04 CROSSING ROAD WITHIN 50M XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/11
1190156943,BARNET,30,519385,191838,1,3 PEDESTRIAN,1 MALE,0-15,13,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/11
1190156969,ENFIELD,32,536065,198953,1,3 PEDESTRIAN,2 FEMALE,60+,77,1,2,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/11
1190156988,BARNET,30,523877,185772,1,3 PEDESTRIAN,2 FEMALE,0-15,12,1,2,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/11
1190156990,KENSINGTON & CHELSEA,12,523925,181315,1,3 PEDESTRIAN,2 FEMALE,60+,62,1,1,04 CROSSING ROAD WITHIN 50M XING,4 FROM DRIVERS O/SIDE MSK,1 PEDESTRIAN,2019/1/11
1190156996,BARNET,30,525365,190915,1,3 PEDESTRIAN,1 MALE,25-59,45,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/11
1190157013,TOWER HAMLETS,5,534486,181721,1,3 PEDESTRIAN,1 MALE,0-15,6,1,2,09 IN ROAD - NOT CROSSING,5 IN RD NOT CROSSING,1 PEDESTRIAN,2019/1/11
1190157018,LEWISHAM,7,537768,173862,1,3 PEDESTRIAN,1 MALE,60+,75,1,2,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/11
1190157032,CAMDEN,2,530477,183009,1,3 PEDESTRIAN,1 MALE,16-24,19,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/11
1190157035,HOUNSLOW,25,512696,172149,1,3 PEDESTRIAN,1 MALE,16-24,22,1,1,01 CROSSING ROAD ON PED XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/11
1190157046,LAMBETH,9,530459,173827,1,3 PEDESTRIAN,2 FEMALE,16-24,24,1,3,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/12
1190157070,HARROW,29,515151,189144,1,3 PEDESTRIAN,1 MALE,0-15,11,1,1,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/9
1190157120,EALING,27,514148,182347,1,3 PEDESTRIAN,2 FEMALE,25-59,38,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/12
1190157140,NEWHAM,17,542620,183582,1,3 PEDESTRIAN,1 MALE,25-59,45,1,2,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/12
1190157142,EALING,27,520431,181487,1,3 PEDESTRIAN,1 MALE,16-24,24,1,1,09 IN ROAD - NOT CROSSING,5 IN RD NOT CROSSING,1 PEDESTRIAN,2019/1/12
1190157149,CAMDEN,2,526610,184112,1,3 PEDESTRIAN,2 FEMALE,25-59,26,1,2,04 CROSSING ROAD WITHIN 50M XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/12
1190157150,LEWISHAM,7,536667,171878,1,3 PEDESTRIAN,2 FEMALE,25-59,26,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/12
1190157157,BARNET,30,522796,188563,1,3 PEDESTRIAN,2 FEMALE,60+,61,1,1,04 CROSSING ROAD WITHIN 50M XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/12
1190157168,BARNET,30,521194,189111,1,3 PEDESTRIAN,2 FEMALE,25-59,36,1,1,01 CROSSING ROAD ON PED XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/12
1190157171,HARROW,29,519484,190228,1,3 PEDESTRIAN,1 MALE,25-59,43,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/12
1190157175,HAMMERSMITH & FULHAM,11,523407,178625,1,3 PEDESTRIAN,2 FEMALE,16-24,22,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/12
1190157179,BRENT,28,524586,183358,1,3 PEDESTRIAN,1 MALE,25-59,26,1,2,01 CROSSING ROAD ON PED XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/12
1190157193,HACKNEY,4,533026,182543,1,3 PEDESTRIAN,2 FEMALE,16-24,21,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/12
1190157197,HACKNEY,4,535096,185332,1,3 PEDESTRIAN,2 FEMALE,25-59,36,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/12
1190157211,EALING,27,512119,179116,1,3 PEDESTRIAN,2 FEMALE,16-24,23,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/12
1190157215,KINGSTON-UPON-THAMES,23,519645,166044,1,3 PEDESTRIAN,2 FEMALE,25-59,57,1,2,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/12
1190157280,NEWHAM,17,543567,182412,1,3 PEDESTRIAN,2 FEMALE,16-24,21,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/12
1190157311,CROYDON,20,533474,165487,1,3 PEDESTRIAN,1 MALE,60+,73,2,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/13
1190157315,CAMDEN,2,529774,182558,1,3 PEDESTRIAN,1 MALE,25-59,37,1,1,08 IN CENTRE OF CARRIAGEWAY,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/13
1190157317,BEXLEY,18,546276,171796,1,3 PEDESTRIAN,1 MALE,25-59,37,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/9
1190157331,BROMLEY,19,534774,169298,1,3 PEDESTRIAN,2 FEMALE,16-24,23,2,3,04 CROSSING ROAD WITHIN 50M XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/13
1190157331,BROMLEY,19,534774,169298,2,3 PEDESTRIAN,1 MALE,0-15,0,2,3,04 CROSSING ROAD WITHIN 50M XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/13
1190157339,BARNET,30,526954,191839,1,3 PEDESTRIAN,2 FEMALE,25-59,29,1,2,04 CROSSING ROAD WITHIN 50M XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/14
1190157340,BRENT,28,518115,188038,1,3 PEDESTRIAN,1 MALE,25-59,39,1,2,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/14
1190157381,NEWHAM,17,542384,183513,1,3 PEDESTRIAN,2 FEMALE,25-59,57,1,2,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/8
1190157388,CAMDEN,2,529088,184040,1,3 PEDESTRIAN,2 FEMALE,60+,71,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/14
1190157413,HARINGEY,31,533845,190173,1,3 PEDESTRIAN,1 MALE,25-59,58,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/17
1190157437,BARNET,30,520709,189704,1,3 PEDESTRIAN,2 FEMALE,16-24,23,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/14
1190157468,NEWHAM,17,540629,182502,1,3 PEDESTRIAN,1 MALE,25-59,48,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/14
1190157472,BRENT,28,522822,185329,1,3 PEDESTRIAN,1 MALE,0-15,5,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/14
1190157474,WESTMINSTER,1,529144,180963,1,3 PEDESTRIAN,1 MALE,60+,70,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/14
1190157488,WESTMINSTER,1,530180,179678,1,3 PEDESTRIAN,2 FEMALE,60+,64,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/14
1190157509,BARNET,30,522675,195964,1,3 PEDESTRIAN,2 FEMALE,25-59,48,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/8
1190157513,REDBRIDGE,14,544393,185584,1,3 PEDESTRIAN,1 MALE,25-59,52,2,1,09 IN ROAD - NOT CROSSING,5 IN RD NOT CROSSING,1 PEDESTRIAN,2019/1/15
1190157513,REDBRIDGE,14,544393,185584,2,3 PEDESTRIAN,1 MALE,25-59,34,2,1,09 IN ROAD - NOT CROSSING,8 IN RD BACK TO TRAFFIC,1 PEDESTRIAN,2019/1/15
1190157523,MERTON,22,528194,167579,2,3 PEDESTRIAN,1 MALE,0-15,12,2,1,04 CROSSING ROAD WITHIN 50M XING,'-2 NOT APPLICABLE,1 PEDESTRIAN,2019/1/15
1190157524,GREENWICH,6,546576,178565,1,3 PEDESTRIAN,1 MALE,25-59,46,1,1,09 IN ROAD - NOT CROSSING,5 IN RD NOT CROSSING,1 PEDESTRIAN,2019/1/7
1190157561,NEWHAM,17,540591,185011,1,3 PEDESTRIAN,1 MALE,60+,70,1,2,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/4
1190157569,TOWER HAMLETS,5,537327,182842,1,3 PEDESTRIAN,2 FEMALE,25-59,39,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/15
1190157580,WALTHAM FOREST,13,535829,190238,1,3 PEDESTRIAN,1 MALE,25-59,25,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/1/15
1190157581,KENSINGTON & CHELSEA,12,525003,178685,1,3 PEDESTRIAN,2 FEMALE,60+,72,1,1,04 CROSSING ROAD WITHIN 50M XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/1/15
1190157590,REDBRIDGE,14,543608,186478,1,3 PEDESTRIAN,2 FEMALE,60+,70,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/15
1190157602,BRENT,28,518957,186158,1,3 PEDESTRIAN,2 FEMALE,25-59,31,1,1,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/1/13
