_COLLISION ID,BOROUGH NAME,BOROUGH NUMBER,EASTING,NORTHING,_CASUALTY ID,_CASUALTY CLASS,CASUALTY GENDER,CASUALTY AGE (5 YEAR BANDS),CASUALTY AGE,_CASUALTY COUNT,_CASUALTY SEVERITY,PEDESTRIAN LOCATION,PEDESTRIAN MOVEMENT,CASUALTY MODE OF TRAVEL,_COLLISION DATE
1230463273,Kensington & Chelsea,12,525026,181161,1,Pedestrian,Female,14-Oct,12.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-08-30
1230463324,Bexley,18,548630,175353,1,Pedestrian,Female,85-89,89.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-08-31
1230463346,Enfield,32,528940,194733,1,Pedestrian,Female,80-84,81.0,1,Serious,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-08-31
1230463361,Barking & Dagenham,16,547210,186992,1,Pedestrian,Female,15-19,17.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-06-08
1230463402,Hackney,4,533455,182162,1,Pedestrian,Male,75-79,76.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-08-31
1230463415,Greenwich,6,539831,178839,1,Pedestrian,Male,50-54,53.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-08-31
1230463416,Brent,28,518440,185161,1,Pedestrian,Female,5-Sep,5.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side Msk,Pedestrian,2023-08-31
1230463432,Lambeth,9,530028,171512,1,Pedestrian,Female,35-39,38.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-08-31
1230463440,Westminster,1,528901,182197,1,Pedestrian,Male,35-39,36.0,1,Slight,On Refuge,Unknown Or Other,Pedestrian,2023-09-01
1230463464,Waltham Forest,13,538095,189291,1,Pedestrian,Male,40-44,44.0,1,Serious,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2023-09-01
1230463478,Hillingdon,26,508370,184357,2,Pedestrian,Male,35-39,36.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-08-24
1230463521,Kensington & Chelsea,12,525243,179075,1,Pedestrian,Male,55-59,55.0,1,Slight,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-08-30
1230463527,Hounslow,25,509571,172416,1,Pedestrian,Male,55-59,57.0,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-01
1230463549,Enfield,32,534157,192441,1,Pedestrian,Female,15-19,17.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-08-30
1230463551,Hillingdon,26,511425,181781,1,Pedestrian,Male,5-Sep,6.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-01
1230463552,Southwark,8,532417,177797,1,Pedestrian,Male,70-74,71.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-09-01
1230463594,Hillingdon,26,507964,186140,1,Pedestrian,Male,20-24,22.0,1,Slight,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-09-01
1230463611,Westminster,1,529625,178375,1,Pedestrian,Female,15-19,16.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-09-01
1230463618,Bromley,19,545581,164508,1,Pedestrian,Male,40-44,42.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-09-02
1230463657,Bromley,19,540283,169416,1,Pedestrian,Male,35-39,38.0,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2023-09-02
1230463664,Redbridge,14,544641,186594,1,Pedestrian,Male,5-Sep,6.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-02
1230463684,Enfield,32,530983,192473,1,Pedestrian,Male,70-74,73.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-09-02
1230463689,Westminster,1,529753,179040,1,Pedestrian,Unknown,Unknown,,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-01
1230463742,Richmond-Upon-Thames,24,513986,169487,1,Pedestrian,Male,55-59,55.0,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2023-09-02
1230463754,Tower Hamlets,5,538897,181102,1,Pedestrian,Male,15-19,15.0,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2023-09-02
1230463766,Sutton,21,528216,164563,1,Pedestrian,Male,40-44,43.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-02
1230463775,Hackney,4,532326,187635,1,Pedestrian,Male,40-44,42.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-09-02
1230463787,Westminster,1,524871,181888,1,Pedestrian,Male,55-59,57.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-08-26
1230463813,Hillingdon,26,507621,180363,1,Pedestrian,Male,40-44,42.0,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2023-09-03
1230463829,Brent,28,521762,183038,1,Pedestrian,Male,30-34,34.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-03
1230463904,Hammersmith & Fulham,11,524231,177487,1,Pedestrian,Male,20-24,22.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-09-03
1230463929,Hammersmith & Fulham,11,522624,178978,1,Pedestrian,Female,40-44,41.0,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-03
1230463958,Hackney,4,533755,187780,1,Pedestrian,Male,70-74,73.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-04
1230463966,Redbridge,14,544035,186382,1,Pedestrian,Male,0-4,2.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-04
1230463988,Sutton,21,529241,164234,1,Pedestrian,Male,85-89,85.0,1,Serious,In Road - Not Crossing,In Rd Back To Traffic,Pedestrian,2023-09-04
1230463996,Islington,3,530658,186424,1,Pedestrian,Male,45-49,49.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-08-25
1230464046,Lambeth,9,532044,174221,1,Pedestrian,Unknown,30-34,30.0,1,Slight,In Road - Not Crossing,In Rd Not Crossing,Pedestrian,2023-08-29
1230464072,Brent,28,523515,186015,1,Pedestrian,Male,30-34,32.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-09-04
1230464097,Islington,3,532129,184107,1,Pedestrian,Male,55-59,55.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-09-04
1230464187,Westminster,1,524883,181878,1,Pedestrian,Female,40-44,41.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-09-04
1230464255,Haringey,31,534580,189465,1,Pedestrian,Male,25-29,28.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-05
1230464262,Camden,2,525346,183728,1,Pedestrian,Male,40-44,41.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-01
1230464286,Croydon,20,532554,166923,1,Pedestrian,Male,5-Sep,7.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-09-06
1230464347,Bromley,19,540411,168758,1,Pedestrian,Male,45-49,46.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-08-25
1230464412,Waltham Forest,13,537179,191339,1,Pedestrian,Male,40-44,43.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-06
1230464448,Camden,2,529786,182542,1,Pedestrian,Male,30-34,32.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-05
1230464467,Ealing,27,517447,180908,1,Pedestrian,Male,55-59,55.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-06
1230464512,Merton,22,526053,169972,1,Pedestrian,Female,14-Oct,14.0,1,Slight,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-09-06
1230464518,Wandsworth,10,528155,172274,1,Pedestrian,Female,35-39,35.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-06
1230464526,Merton,22,529829,168650,1,Pedestrian,Female,14-Oct,11.0,1,Slight,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian,2023-09-07
1230464529,Bexley,18,551616,177824,1,Pedestrian,Female,65-69,69.0,1,Slight,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian,2023-09-07
1230464533,Lambeth,9,533093,171573,1,Pedestrian,Female,65-69,69.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-06
1230464543,Greenwich,6,538344,177795,1,Pedestrian,Male,35-39,39.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-07
1230464554,Westminster,1,526674,182656,1,Pedestrian,Female,25-29,29.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-07
1230464555,Hackney,4,533464,184770,1,Pedestrian,Female,20-24,24.0,1,Slight,In Centre Of Carriageway,From Drivers N/Side Msk,Pedestrian,2023-09-07
1230464603,Brent,28,518050,183768,1,Pedestrian,Male,20-24,20.0,1,Slight,In Centre Of Carriageway,From Drivers O/Side,Pedestrian,2023-09-07
1230464614,Sutton,21,527004,164603,1,Pedestrian,Female,40-44,40.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-07
1230464614,Sutton,21,527004,164603,2,Pedestrian,Male,5-Sep,6.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-07
1230464642,Hammersmith & Fulham,11,522333,179889,1,Pedestrian,Female,50-54,53.0,1,Slight,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-09-07
1230464644,Hounslow,25,510721,177370,1,Pedestrian,Male,15-19,16.0,1,Serious,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-09-07
1230464662,Hillingdon,26,504823,188572,1,Pedestrian,Female,Unknown,,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-07
1230464695,Camden,2,529192,182680,2,Pedestrian,Male,35-39,39.0,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-08
1230464695,Camden,2,529192,182680,3,Pedestrian,Female,30-34,33.0,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-08
1230464699,Hackney,4,533532,184874,1,Pedestrian,Female,20-24,24.0,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2023-09-07
1230464709,Hammersmith & Fulham,11,523127,179635,1,Pedestrian,Female,75-79,79.0,1,Serious,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-09-06
1230464742,Tower Hamlets,5,536452,181779,1,Pedestrian,Male,35-39,39.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-07
1230464753,Tower Hamlets,5,537571,180963,1,Pedestrian,Male,70-74,73.0,1,Slight,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian,2023-09-08
1230464812,Waltham Forest,13,537483,187910,1,Pedestrian,Male,0-4,3.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-08
1230464845,Barking & Dagenham,16,547784,185792,1,Pedestrian,Female,14-Oct,12.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-09-08
1230464854,Hackney,4,533577,187401,1,Pedestrian,Female,70-74,72.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-09-08
1230464855,Lambeth,9,531188,174554,1,Pedestrian,Male,15-19,16.0,1,Slight,Crossing Road Within 50m Xing,From Drivers O/Side Msk,Pedestrian,2023-09-08
1230464900,Lambeth,9,531217,179918,1,Pedestrian,Male,45-49,46.0,1,Slight,Crossing Road Within 50m Xing,Unknown Or Other,Pedestrian,2023-09-08
1230464906,Tower Hamlets,5,537425,182854,1,Pedestrian,Male,55-59,56.0,1,Serious,Crossing Road Within 50m Xing,From Drivers N/Side Msk,Pedestrian,2023-09-09
1230464929,Newham,17,541321,184715,1,Pedestrian,Male,14-Oct,14.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-09-08
1230464940,Ealing,27,512632,179082,1,Pedestrian,Male,0-4,2.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-09-09
1230465004,Lewisham,7,537316,176874,1,Pedestrian,Male,5-Sep,9.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-09
1230465028,Bromley,19,546230,166149,1,Pedestrian,Female,80-84,81.0,1,Slight,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian,2023-09-09
1230465032,Enfield,32,530991,191936,1,Pedestrian,Female,50-54,53.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-09-09
1230465042,Southwark,8,533503,177074,1,Pedestrian,Female,60-64,62.0,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-09
1230465045,Richmond-Upon-Thames,24,516202,173493,2,Pedestrian,Male,20-24,20.0,1,Serious,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian,2023-09-09
1230465045,Richmond-Upon-Thames,24,516202,173493,3,Pedestrian,Female,5-Sep,5.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-09
1230465051,Newham,17,540263,181146,1,Pedestrian,Female,30-34,34.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-09-09
1230465060,Haringey,31,532399,190517,2,Pedestrian,Male,20-24,20.0,1,Serious,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2023-09-10
1230465066,Westminster,1,525778,181651,1,Pedestrian,Male,50-54,50.0,1,Fatal,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-09-10
1230465098,Barnet,30,521762,191518,1,Pedestrian,Male,Unknown,,1,Slight,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian,2023-09-10
1230465132,Westminster,1,524868,182119,1,Pedestrian,Female,50-54,52.0,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2023-09-08
1230465137,Bexley,18,548918,175160,1,Pedestrian,Male,60-64,60.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-09-10
1230465193,Hackney,4,533481,183860,1,Pedestrian,Female,30-34,32.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-10
1230465196,Southwark,8,532543,176499,1,Pedestrian,Male,15-19,17.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-09-10
1230465211,Waltham Forest,13,536808,187467,1,Pedestrian,Male,50-54,50.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-07
1230465211,Waltham Forest,13,536808,187467,2,Pedestrian,Female,5-Sep,5.0,1,Slight,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-09-07
1230465211,Waltham Forest,13,536808,187467,3,Pedestrian,Male,0-4,2.0,1,Slight,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-09-07
1230465213,Southwark,8,534855,179543,1,Pedestrian,Female,30-34,32.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-09-10
1230465217,Hackney,4,533666,187806,1,Pedestrian,Male,55-59,57.0,1,Serious,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-09-10
1230465224,Hackney,4,533456,185476,1,Pedestrian,Female,45-49,47.0,1,Slight,In Road - Not Crossing,In Rd Not Crossing,Pedestrian,2023-09-11
1230465286,Westminster,1,529853,180913,1,Pedestrian,Female,14-Oct,13.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-08
1230465304,Westminster,1,529975,178631,1,Pedestrian,Male,25-29,27.0,1,Slight,In Road - Not Crossing,In Rd Not Crossing,Pedestrian,2023-09-11
1230465334,Camden,2,529646,181694,1,Pedestrian,Male,70-74,70.0,1,Serious,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian,2023-09-11
1230465384,Newham,17,541162,182089,1,Pedestrian,Male,5-Sep,8.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-09-11
1230465415,Newham,17,543586,181277,1,Pedestrian,Male,Unknown,,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-11
1230465420,Hackney,4,534496,183885,1,Pedestrian,Male,50-54,51.0,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-08
1230465423,Tower Hamlets,5,534703,181315,1,Pedestrian,Female,14-Oct,12.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-09-11
1230465423,Tower Hamlets,5,534703,181315,2,Pedestrian,Female,15-19,19.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-09-11
1230465435,Hammersmith & Fulham,11,525397,177213,1,Pedestrian,Female,30-34,32.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-09-11
1230465556,Hounslow,25,510479,176810,1,Pedestrian,Male,14-Oct,11.0,1,Slight,In Centre Of Carriageway,From Drivers O/Side Msk,Pedestrian,2023-09-12
1230465586,Hammersmith & Fulham,11,521771,181079,2,Pedestrian,Male,14-Oct,14.0,1,Serious,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-09-12
1230465592,Croydon,20,537711,163169,1,Pedestrian,Male,60-64,63.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-12
1230465599,Hounslow,25,512629,178360,1,Pedestrian,Female,5-Sep,6.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-12
1230465611,Newham,17,539513,185438,1,Pedestrian,Female,5-Sep,8.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-09-12
1230465621,Kingston-Upon-Thames,23,518188,165367,1,Pedestrian,Male,Unknown,,1,Fatal,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-09-12
1230465636,Harrow,29,514681,190775,1,Pedestrian,Male,14-Oct,13.0,1,Slight,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2023-09-12
1230465645,Camden,2,530892,181928,1,Pedestrian,Male,0-4,3.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-09-12
1230465678,Camden,2,528390,186111,1,Pedestrian,Male,14-Oct,12.0,1,Slight,Crossing Road In Zig-Zag Exit,From Drivers O/Side,Pedestrian,2023-09-11
1230465700,Redbridge,14,544106,187376,1,Pedestrian,Male,45-49,45.0,1,Slight,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-08-08
1230465707,Hounslow,25,510966,174025,1,Pedestrian,Female,35-39,35.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-13
1230465711,Southwark,8,534692,178414,1,Pedestrian,Female,Unknown,,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-04
1230465719,Lambeth,9,530546,170101,1,Pedestrian,Female,55-59,59.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-13
1230465732,Barnet,30,524066,191294,1,Pedestrian,Female,75-79,79.0,1,Serious,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2023-09-13
1230465745,Barking & Dagenham,16,547641,184365,1,Pedestrian,Female,20-24,22.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-09-12
1230465758,Hillingdon,26,510402,178893,2,Pedestrian,Male,55-59,58.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-13
1230465771,Hammersmith & Fulham,11,523071,181385,1,Pedestrian,Female,35-39,36.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side Msk,Pedestrian,2023-09-13
1230465772,Hillingdon,26,507143,182847,1,Pedestrian,Male,14-Oct,11.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-09-13
1230465803,Brent,28,521798,183387,1,Pedestrian,Male,85-89,85.0,1,Serious,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-09-12
1230465830,Lewisham,7,536587,177040,2,Pedestrian,Female,45-49,48.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-13
1230465839,Merton,22,526884,167371,1,Pedestrian,Female,55-59,59.0,1,Slight,In Centre Of Carriageway,In Rd Back To Traffic,Pedestrian,2023-09-13
1230465846,Enfield,32,528736,192446,1,Pedestrian,Male,65-69,67.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-09-13
1230465847,Newham,17,539132,185248,1,Pedestrian,Female,25-29,25.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-09-13
1230465852,Islington,3,531897,182562,1,Pedestrian,Male,60-64,61.0,1,Serious,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-09-13
1230465860,Westminster,1,529622,180791,1,Pedestrian,Male,20-24,20.0,1,Serious,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2023-09-14
1230465866,Hounslow,25,515750,176865,1,Pedestrian,Male,75-79,78.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-14
1230465897,Westminster,1,529068,180692,1,Pedestrian,Male,35-39,37.0,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-14
1230465961,Lewisham,7,537526,177301,1,Pedestrian,Female,25-29,27.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side Msk,Pedestrian,2023-09-11
1230465970,Ealing,27,513633,180736,1,Pedestrian,Female,40-44,44.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-09-14
1230465980,Waltham Forest,13,536458,188610,1,Pedestrian,Female,50-54,52.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-09-14
1230466020,Barnet,30,523742,196375,1,Pedestrian,Male,14-Oct,11.0,1,Serious,Crossing Road Within 50m Xing,From Drivers O/Side Msk,Pedestrian,2023-09-14
1230466025,Ealing,27,517220,178951,1,Pedestrian,Male,50-54,54.0,1,Serious,In Road - Not Crossing,In Rd Facing Traffic,Pedestrian,2023-09-14
1230466033,Tower Hamlets,5,535719,181175,1,Pedestrian,Female,35-39,39.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-14
1230466033,Tower Hamlets,5,535719,181175,2,Pedestrian,Male,5-Sep,8.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-14
1230466034,Bexley,18,547889,175807,1,Pedestrian,Male,40-44,42.0,1,Slight,In Centre Of Carriageway,From Drivers O/Side,Pedestrian,2023-09-14
1230466051,Kensington & Chelsea,12,524587,181337,1,Pedestrian,Female,60-64,64.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-09-14
1230466072,Hillingdon,26,505953,184043,1,Pedestrian,Male,25-29,27.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-09-14
1230466110,Brent,28,516658,188028,1,Pedestrian,Male,70-74,71.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-09-15
1230466111,Islington,3,530671,185966,1,Pedestrian,Male,30-34,33.0,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2023-09-14
1230466170,Newham,17,541092,181987,1,Pedestrian,Female,55-59,55.0,1,Slight,In Road - Not Crossing,In Rd Facing Traffic,Pedestrian,2023-09-15
1230466172,Wandsworth,10,527442,171457,1,Pedestrian,Male,Unknown,,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-15
1230466195,Hackney,4,533188,187486,1,Pedestrian,Male,20-24,20.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-09-15
1230466218,Croydon,20,529153,157705,1,Pedestrian,Male,90-94,90.0,1,Fatal,In Centre Of Carriageway,From Drivers O/Side,Pedestrian,2023-09-15
1230466259,Greenwich,6,539492,178247,1,Pedestrian,Male,15-19,16.0,1,Serious,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-09-15
1230466269,Newham,17,542927,185755,1,Pedestrian,Female,30-34,34.0,1,Slight,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2023-09-15
1230466288,Tower Hamlets,5,536909,182666,1,Pedestrian,Male,80-84,81.0,1,Serious,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-09-15
1230466297,Tower Hamlets,5,536400,181408,1,Pedestrian,Male,25-29,27.0,1,Slight,In Centre Of Carriageway,In Rd Not Crossing,Pedestrian,2023-09-15
1230466299,Bexley,18,546731,176883,1,Pedestrian,Male,14-Oct,11.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-15
1230466311,Enfield,32,535371,196045,1,Pedestrian,Male,Unknown,,1,Slight,In Road - Not Crossing,In Rd Not Crossing,Pedestrian,2023-09-15
1230466324,Enfield,32,535559,198616,1,Pedestrian,Male,60-64,64.0,1,Slight,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2023-09-15
1230466340,Hammersmith & Fulham,11,523476,179633,1,Pedestrian,Male,35-39,36.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-09-15
1230466346,Westminster,1,527222,181528,1,Pedestrian,Male,45-49,47.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-16
1230466347,Redbridge,14,543949,186340,1,Pedestrian,Male,40-44,43.0,1,Serious,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-09-16
1230466357,Bromley,19,546211,169554,1,Pedestrian,Male,20-24,20.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-09-16
1230466386,Westminster,1,528914,180836,1,Pedestrian,Male,75-79,78.0,1,Serious,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2023-09-15
1230466397,Hammersmith & Fulham,11,521897,182899,1,Pedestrian,Female,30-34,33.0,1,Slight,Crossing Road Within 50m Xing,Unknown Or Other,Pedestrian,2023-09-16
1230466400,Southwark,8,535748,179813,1,Pedestrian,Male,14-Oct,13.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-12
1230466406,Camden,2,528472,184639,1,Pedestrian,Female,5-Sep,6.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-09-16
1230466411,Westminster,1,527318,182677,1,Pedestrian,Female,20-24,20.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-09-16
1230466415,Lambeth,9,531022,175392,1,Pedestrian,Female,25-29,29.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-09-16
1230466430,Croydon,20,531098,164546,1,Pedestrian,Female,5-Sep,9.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-16
1230466470,Tower Hamlets,5,535627,181136,1,Pedestrian,Male,5-Sep,5.0,1,Serious,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-09-16
1230466496,Bromley,19,535530,170083,1,Pedestrian,Female,30-34,33.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-09-16
1230466497,Southwark,8,532072,179702,1,Pedestrian,Male,20-24,21.0,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side Msk,Pedestrian,2023-09-16
